qseid,sseqid,pident,length,mismatch,gapopens,qstart,qend,sstart,send,evalue,bitscore
OTU_1,KY409687.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,OM714711.1,100,100,0,0,1,100,1096,1195,1.27E-41,181
OTU_1,MF057918.1,100,100,0,0,1,100,1093,1192,1.27E-41,181
OTU_1,KY409601.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,OM638282.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,MZ847613.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,MZ847324.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,KY409737.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,KY849585.1,100,100,0,0,1,100,1095,1194,1.27E-41,181
OTU_1,MG272841.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,KY409250.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,MZ920456.1,100,100,0,0,1,100,1097,1196,1.27E-41,181
OTU_1,LS997776.1,100,100,0,0,1,100,1097,1196,1.27E-41,181
OTU_1,MH120814.1,100,100,0,0,1,100,1093,1192,1.27E-41,181
OTU_1,PQ002743.1,100,100,0,0,1,100,1093,1192,1.27E-41,181
OTU_1,MG273121.1,100,100,0,0,1,100,1095,1194,1.27E-41,181
OTU_1,PQ137359.1,100,100,0,0,1,100,1095,1194,1.27E-41,181
OTU_1,MG646242.1,100,100,0,0,1,100,1099,1198,1.27E-41,181
OTU_1,PX366866.1,100,100,0,0,1,100,1093,1192,1.27E-41,181
OTU_1,MZ920929.1,100,100,0,0,1,100,1095,1194,1.27E-41,181
OTU_1,MW513718.1,100,100,0,0,1,100,1101,1200,1.27E-41,181
OTU_1,PV067371.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,MT419254.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,MH981655.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,OM638182.1,100,100,0,0,1,100,1093,1192,1.27E-41,181
OTU_1,MG952818.1,100,100,0,0,1,100,1093,1192,1.27E-41,181
OTU_1,MZ846736.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,MK217938.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,MF522942.1,100,100,0,0,1,100,1097,1196,1.27E-41,181
OTU_1,MF057758.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,MK059638.1,100,100,0,0,1,100,1095,1194,1.27E-41,181
OTU_1,KY670924.1,100,100,0,0,1,100,1096,1195,1.27E-41,181
OTU_1,KY409752.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,MZ387171.1,100,100,0,0,1,100,1095,1194,1.27E-41,181
OTU_1,MF058422.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,MH351262.1,100,100,0,0,1,100,1096,1195,1.27E-41,181
OTU_1,MZ920568.1,100,100,0,0,1,100,1095,1194,1.27E-41,181
OTU_1,MF058073.1,100,100,0,0,1,100,1097,1196,1.27E-41,181
OTU_1,MG660648.1,100,100,0,0,1,100,1092,1191,1.27E-41,181
OTU_1,OQ596594.1,100,100,0,0,1,100,1096,1195,1.27E-41,181
OTU_1,MK128804.1,100,100,0,0,1,100,1092,1191,1.27E-41,181
OTU_1,MN687201.1,100,100,0,0,1,100,1095,1194,1.27E-41,181
OTU_1,MF056400.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,PQ137371.1,100,100,0,0,1,100,1095,1194,1.27E-41,181
OTU_1,PV621645.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_1,MZ920737.1,100,100,0,0,1,100,1095,1194,1.27E-41,181
OTU_1,MF498701.1,100,100,0,0,1,100,1095,1194,1.27E-41,181
OTU_1,MF055832.1,100,100,0,0,1,100,1092,1191,1.27E-41,181
OTU_1,MT419208.1,100,100,0,0,1,100,1094,1193,1.27E-41,181
OTU_2,OR359990.1,100,102,0,0,1,102,1,102,1.08E-42,185
OTU_2,OM634640.1,100,102,0,0,1,102,14363,14464,1.08E-42,185
OTU_2,MW524726.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,OR371514.1,100,102,0,0,1,102,1761,1862,1.08E-42,185
OTU_2,MT800349.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MW524541.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MT800388.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MT800448.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MT800476.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MT800495.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MW524512.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,OQ562002.1,100,102,0,0,1,102,21,122,1.08E-42,185
OTU_2,MW524573.1,100,102,0,0,1,102,20,121,1.08E-42,185
OTU_2,MT800473.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MT800500.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MW524590.1,100,102,0,0,1,102,20,121,1.08E-42,185
OTU_2,MW524666.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MT800385.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MT800361.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,CP115610.1,100,102,0,0,1,102,529,630,1.08E-42,185
OTU_2,MT800497.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,OR536624.1,100,102,0,0,1,102,17,118,1.08E-42,185
OTU_2,MT800328.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MT800489.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MW524735.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MT800466.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MW524533.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MT800368.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MW524482.1,100,102,0,0,1,102,21,122,1.08E-42,185
OTU_2,MT800330.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MT800353.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MT800402.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MW524680.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,OR536616.1,100,102,0,0,1,102,17,118,1.08E-42,185
OTU_2,MT800481.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MT800407.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MT800479.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MW524589.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MW524678.1,100,102,0,0,1,102,20,121,1.08E-42,185
OTU_2,MT800409.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MW524587.1,100,102,0,0,1,102,20,121,1.08E-42,185
OTU_2,MT800395.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MW524614.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MW524543.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MT800437.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MW524563.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MW524578.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MT800472.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MW524520.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MW524503.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MW524549.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MT800370.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MT800418.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MW524584.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MT800391.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MW524724.1,100,102,0,0,1,102,21,122,1.08E-42,185
OTU_2,MW524728.1,100,102,0,0,1,102,21,122,1.08E-42,185
OTU_2,MW524623.1,100,102,0,0,1,102,20,121,1.08E-42,185
OTU_2,OP699677.1,100,102,0,0,1,102,31,132,1.08E-42,185
OTU_2,MT800331.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MT800334.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MW524562.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MW524476.1,100,102,0,0,1,102,21,122,1.08E-42,185
OTU_2,MT800375.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MT800426.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MT800485.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MW524670.1,100,102,0,0,1,102,20,121,1.08E-42,185
OTU_2,MW524671.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MW524636.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MW524487.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MT800477.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MW524582.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MW524709.1,100,102,0,0,1,102,20,121,1.08E-42,185
OTU_2,MW524583.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MT800363.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MW524714.1,100,102,0,0,1,102,20,121,1.08E-42,185
OTU_2,MW524737.1,100,102,0,0,1,102,20,121,1.08E-42,185
OTU_2,MT800413.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MT800465.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MW524591.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MT800340.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,OR359988.1,100,102,0,0,1,102,1,102,1.08E-42,185
OTU_2,MW524531.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MT800492.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MT800422.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,OK189516.1,100,102,0,0,1,102,1761,1862,1.08E-42,185
OTU_2,MT800405.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MT800404.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MT800390.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,OR536771.1,100,102,0,0,1,102,29,130,1.08E-42,185
OTU_2,MT800336.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MW524516.1,100,102,0,0,1,102,20,121,1.08E-42,185
OTU_2,MT800460.1,100,102,0,0,1,102,1760,1861,1.08E-42,185
OTU_2,MW524706.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_2,MW524713.1,100,102,0,0,1,102,20,121,1.08E-42,185
OTU_2,OL689235.1,100,102,0,0,1,102,1761,1862,1.08E-42,185
OTU_2,OR537215.1,100,102,0,0,1,102,18,119,1.08E-42,185
OTU_2,MT800372.1,100,102,0,0,1,102,1762,1863,1.08E-42,185
OTU_2,MW524603.1,100,102,0,0,1,102,21,122,1.08E-42,185
OTU_2,MW524585.1,100,102,0,0,1,102,22,123,1.08E-42,185
OTU_3,XM_071200956.1,87.037,54,7,0,2,55,844,897,5.70E-07,67.1
OTU_5,KJ789952.1,100,99,0,0,1,99,1557,1655,4.36E-41,179
OTU_5,EF545592.1,100,99,0,0,1,99,1827,1925,4.36E-41,179
OTU_5,NC_023541.1,100,99,0,0,1,99,1557,1655,4.36E-41,179
OTU_5,MG250543.1,98.99,99,1,0,1,99,1781,1879,1.85E-39,175
OTU_5,PP763952.1,98.99,99,1,0,1,99,1698,1796,1.85E-39,175
OTU_5,MG250545.1,98.99,99,1,0,1,99,1770,1868,1.85E-39,175
OTU_5,PP763980.1,98.99,99,1,0,1,99,1699,1797,1.85E-39,175
OTU_5,MK875180.1,98.99,99,1,0,1,99,31,129,1.85E-39,175
OTU_5,PP763974.1,98.99,99,1,0,1,99,1689,1787,1.85E-39,175
OTU_5,MG250542.1,98.99,99,1,0,1,99,1770,1868,1.85E-39,175
OTU_5,ON060839.1,98.99,99,1,0,1,99,15711,15613,1.85E-39,175
OTU_5,OR268692.1,98.99,99,1,0,1,99,516,614,1.85E-39,175
OTU_5,MK858169.1,98.99,99,1,0,1,99,1840,1938,1.85E-39,175
OTU_5,OL547482.1,98.99,99,1,0,1,99,515,613,1.85E-39,175
OTU_5,OL547453.1,98.99,99,1,0,1,99,511,609,1.85E-39,175
OTU_5,OQ303842.1,98.99,99,1,0,1,99,445,543,1.85E-39,175
OTU_5,OL547481.1,98.99,99,1,0,1,99,515,613,1.85E-39,175
OTU_5,MH423713.1,98.99,99,1,0,1,99,20,118,1.85E-39,175
OTU_5,MG250562.1,98.99,99,1,0,1,99,1781,1879,1.85E-39,175
OTU_5,MK248681.1,98.99,99,1,0,1,99,1690,1788,1.85E-39,175
OTU_5,OL547443.1,98.99,99,1,0,1,99,504,602,1.85E-39,175
OTU_5,OP120939.1,98.99,99,1,0,1,99,257,355,1.85E-39,175
OTU_5,MW487671.1,98.99,99,1,0,1,99,34,132,1.85E-39,175
OTU_5,MK746089.1,98.99,99,1,0,1,99,1830,1928,1.85E-39,175
OTU_5,ON706057.1,98.99,99,1,0,1,99,1769,1867,1.85E-39,175
OTU_5,OL547477.1,98.99,99,1,0,1,99,515,613,1.85E-39,175
OTU_5,OY997226.1,98.99,99,1,0,1,99,1670,1768,1.85E-39,175
OTU_5,MK290991.1,98.99,99,1,0,1,99,1660,1758,1.85E-39,175
OTU_5,OL547451.1,98.99,99,1,0,1,99,508,606,1.85E-39,175
OTU_5,MG250539.1,98.99,99,1,0,1,99,1770,1868,1.85E-39,175
OTU_5,OL547455.1,98.99,99,1,0,1,99,513,611,1.85E-39,175
OTU_5,MG837549.1,98.99,99,1,0,1,99,1789,1887,1.85E-39,175
OTU_5,MK344652.1,98.99,99,1,0,1,99,1660,1758,1.85E-39,175
OTU_5,PP763967.1,98.99,99,1,0,1,99,1700,1798,1.85E-39,175
OTU_5,PP763929.1,98.99,99,1,0,1,99,1690,1788,1.85E-39,175
OTU_5,OQ508069.1,98.99,99,1,0,1,99,9,107,1.85E-39,175
OTU_5,OR360004.1,98.99,99,1,0,1,99,1,99,1.85E-39,175
OTU_5,MK746090.1,98.99,99,1,0,1,99,1820,1918,1.85E-39,175
OTU_5,MW487669.1,98.99,99,1,0,1,99,42,140,1.85E-39,175
OTU_5,OL547444.1,98.99,99,1,0,1,99,504,602,1.85E-39,175
OTU_5,PP763950.1,98.99,99,1,0,1,99,1689,1787,1.85E-39,175
OTU_5,MT483613.1,98.99,99,1,0,1,99,515,613,1.85E-39,175
OTU_5,PP763947.1,98.99,99,1,0,1,99,1691,1789,1.85E-39,175
OTU_5,MK746096.1,98.99,99,1,0,1,99,1830,1928,1.85E-39,175
OTU_5,PP763988.1,98.99,99,1,0,1,99,1690,1788,1.85E-39,175
OTU_5,PP763955.1,98.99,99,1,0,1,99,1690,1788,1.85E-39,175
OTU_5,MN550011.1,98.99,99,1,0,1,99,451,549,1.85E-39,175
OTU_5,PP763933.1,98.99,99,1,0,1,99,1700,1798,1.85E-39,175
OTU_5,OR360039.1,98.99,99,1,0,1,99,1,99,1.85E-39,175
OTU_5,PP763936.1,98.99,99,1,0,1,99,1690,1788,1.85E-39,175
OTU_5,OL435713.1,98.99,99,1,0,1,99,1691,1789,1.85E-39,175
OTU_5,PP763987.1,98.99,99,1,0,1,99,1690,1788,1.85E-39,175
OTU_5,MG250548.1,98.99,99,1,0,1,99,1770,1868,1.85E-39,175
OTU_5,OR359997.1,98.99,99,1,0,1,99,1,99,1.85E-39,175
OTU_5,OL547461.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_5,OR360001.1,98.99,99,1,0,1,99,1,99,1.85E-39,175
OTU_5,MK344650.1,98.99,99,1,0,1,99,1660,1758,1.85E-39,175
OTU_5,OQ508082.1,98.99,99,1,0,1,99,9,107,1.85E-39,175
OTU_5,OR360036.1,98.99,99,1,0,1,99,1,99,1.85E-39,175
OTU_5,PP763927.1,98.99,99,1,0,1,99,1699,1797,1.85E-39,175
OTU_5,MG250551.1,98.99,99,1,0,1,99,1770,1868,1.85E-39,175
OTU_5,MG250558.1,98.99,99,1,0,1,99,1770,1868,1.85E-39,175
OTU_5,OQ508080.1,98.99,99,1,0,1,99,9,107,1.85E-39,175
OTU_5,MG725631.1,98.99,99,1,0,1,99,1069,1167,1.85E-39,175
OTU_5,LC880095.1,98.99,99,1,0,1,99,516,614,1.85E-39,175
OTU_5,OL547441.1,98.99,99,1,0,1,99,506,604,1.85E-39,175
OTU_5,MG009445.1,98.99,99,1,0,1,99,1690,1788,1.85E-39,175
OTU_5,MT199605.1,98.99,99,1,0,1,99,1689,1787,1.85E-39,175
OTU_5,OQ508063.1,98.99,99,1,0,1,99,9,107,1.85E-39,175
OTU_5,PP763966.1,98.99,99,1,0,1,99,1697,1795,1.85E-39,175
OTU_5,PP763926.1,98.99,99,1,0,1,99,1690,1788,1.85E-39,175
OTU_5,PP763982.1,98.99,99,1,0,1,99,1689,1787,1.85E-39,175
OTU_5,OL547460.1,98.99,99,1,0,1,99,514,612,1.85E-39,175
OTU_5,PP763978.1,98.99,99,1,0,1,99,1689,1787,1.85E-39,175
OTU_5,PP763958.1,98.99,99,1,0,1,99,1697,1795,1.85E-39,175
OTU_5,MG250564.1,98.99,99,1,0,1,99,1781,1879,1.85E-39,175
OTU_5,MK858179.1,98.99,99,1,0,1,99,1810,1908,1.85E-39,175
OTU_5,OQ303841.1,98.99,99,1,0,1,99,445,543,1.85E-39,175
OTU_5,PP763931.1,98.99,99,1,0,1,99,1690,1788,1.85E-39,175
OTU_5,PP763934.1,98.99,99,1,0,1,99,1690,1788,1.85E-39,175
OTU_5,OM617468.1,98.99,99,1,0,1,99,1769,1867,1.85E-39,175
OTU_5,OM363676.1,98.99,99,1,0,1,99,1770,1868,1.85E-39,175
OTU_5,PP763932.1,98.99,99,1,0,1,99,1690,1788,1.85E-39,175
OTU_5,MG250559.1,98.99,99,1,0,1,99,1770,1868,1.85E-39,175
OTU_5,MZ846190.1,98.99,99,1,0,1,99,1770,1868,1.85E-39,175
OTU_5,PP763937.1,98.99,99,1,0,1,99,1691,1789,1.85E-39,175
OTU_5,OR260477.1,98.99,99,1,0,1,99,516,614,1.85E-39,175
OTU_5,NC_039090.1,98.99,99,1,0,1,99,1029,1127,1.85E-39,175
OTU_5,OM634652.1,98.99,99,1,0,1,99,1769,1867,1.85E-39,175
OTU_5,MG250560.1,98.99,99,1,0,1,99,1770,1868,1.85E-39,175
OTU_5,PP763969.1,98.99,99,1,0,1,99,1700,1798,1.85E-39,175
OTU_5,MK746094.1,98.99,99,1,0,1,99,1790,1888,1.85E-39,175
OTU_5,PP763943.1,98.99,99,1,0,1,99,1690,1788,1.85E-39,175
OTU_5,PP763975.1,98.99,99,1,0,1,99,1690,1788,1.85E-39,175
OTU_5,MF143597.1,98.99,99,1,0,1,99,515,613,1.85E-39,175
OTU_5,MK858170.1,98.99,99,1,0,1,99,1829,1927,1.85E-39,175
OTU_5,MK746091.1,98.99,99,1,0,1,99,1810,1908,1.85E-39,175
OTU_5,MK858173.1,98.99,99,1,0,1,99,1799,1897,1.85E-39,175
OTU_5,PP763944.1,98.99,99,1,0,1,99,1691,1789,1.85E-39,175
OTU_5,OL547471.1,97.98,99,2,0,1,99,511,609,2.26E-38,171
OTU_6,HG999682.4,81.667,60,7,2,22,77,67519005,67518946,0.003,54.5
OTU_7,MT300208.1,100,99,0,0,1,99,510,608,4.36E-41,179
OTU_7,MT300215.1,100,99,0,0,1,99,509,607,4.36E-41,179
OTU_7,AM492804.1,100,99,0,0,1,99,3,101,4.36E-41,179
OTU_7,MT300201.1,100,99,0,0,1,99,499,597,4.36E-41,179
OTU_7,MT300200.1,100,99,0,0,1,99,510,608,4.36E-41,179
OTU_7,KM851012.1,100,99,0,0,1,99,510,608,4.36E-41,179
OTU_7,AY685876.1,100,99,0,0,1,99,198,296,4.36E-41,179
OTU_7,AY224244.1,100,99,0,0,1,99,8,106,4.36E-41,179
OTU_7,OQ199567.1,100,99,0,0,1,99,510,608,4.36E-41,179
OTU_7,AY224241.1,100,99,0,0,1,99,8,106,4.36E-41,179
OTU_7,KM851016.1,100,99,0,0,1,99,510,608,4.36E-41,179
OTU_7,AM492799.1,100,99,0,0,1,99,3,101,4.36E-41,179
OTU_7,MT300199.1,100,99,0,0,1,99,502,600,4.36E-41,179
OTU_7,AY685875.1,100,99,0,0,1,99,198,296,4.36E-41,179
OTU_7,OQ199566.1,100,99,0,0,1,99,510,608,4.36E-41,179
OTU_7,KM360179.1,100,99,0,0,1,99,1039,1137,4.36E-41,179
OTU_7,MF893984.1,100,99,0,0,1,99,510,608,4.36E-41,179
OTU_7,XR_012421746.1,100,99,0,0,1,99,400,302,4.36E-41,179
OTU_7,MF893983.1,100,99,0,0,1,99,510,608,4.36E-41,179
OTU_7,AY224243.1,100,99,0,0,1,99,8,106,4.36E-41,179
OTU_7,MT300198.1,100,99,0,0,1,99,508,606,4.36E-41,179
OTU_7,OQ199568.1,100,99,0,0,1,99,510,608,4.36E-41,179
OTU_7,AY685871.1,100,99,0,0,1,99,198,296,4.36E-41,179
OTU_7,NC_025201.1,100,99,0,0,1,99,510,608,4.36E-41,179
OTU_7,KM851017.1,100,99,0,0,1,99,510,608,4.36E-41,179
OTU_7,MF893979.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,MF893936.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,MF893938.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,MF893959.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,NC_031156.1,98.99,99,1,0,1,99,1045,1143,1.85E-39,175
OTU_7,MF893901.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,KM851031.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,MF893951.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,MF893939.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,MF893973.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,MF893913.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,MF893981.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,MF893958.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,MF893905.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,MF893919.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,MF893941.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,MF893924.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,KM851035.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,MF893960.1,98.99,99,1,0,1,99,510,608,1.85E-39,175
OTU_7,MT300214.1,98.99,99,1,0,1,99,506,604,1.85E-39,175
