qseid,sseqid,pident,length,mismatch,gapopens,qstart,qend,sstart,send,evalue,bitscore
OTU_1,PV621645.1,100,94,0,0,1,94,2828,2921,2.08E-38,170
OTU_1,MZ920737.1,100,94,0,0,1,94,2829,2922,2.08E-38,170
OTU_1,MF498701.1,100,94,0,0,1,94,2830,2923,2.08E-38,170
OTU_1,MF055832.1,100,94,0,0,1,94,2826,2919,2.08E-38,170
OTU_1,MT419208.1,100,94,0,0,1,94,2828,2921,2.08E-38,170
OTU_2,JF810372.1,100,94,0,0,1,94,233,326,2.08E-38,170
OTU_2,JF810354.1,100,94,0,0,1,94,274,367,2.08E-38,170
OTU_2,JF810355.1,100,94,0,0,1,94,273,366,2.08E-38,170
OTU_2,JF810368.1,100,94,0,0,1,94,258,351,2.08E-38,170
OTU_2,MG250542.1,100,94,0,0,1,94,3517,3610,2.08E-38,170
OTU_2,EF545592.1,100,94,0,0,1,94,3574,3667,2.08E-38,170
OTU_2,JF810360.1,100,94,0,0,1,94,293,386,2.08E-38,170
OTU_2,JN714139.1,100,94,0,0,1,94,252,345,2.08E-38,170
OTU_2,JF810353.1,100,94,0,0,1,94,274,367,2.08E-38,170
OTU_2,JF810367.1,100,94,0,0,1,94,277,370,2.08E-38,170
OTU_2,JF810359.1,100,94,0,0,1,94,261,354,2.08E-38,170
OTU_2,PP763955.1,100,94,0,0,1,94,3437,3530,2.08E-38,170
OTU_2,JF810371.1,100,94,0,0,1,94,274,367,2.08E-38,170
OTU_2,JF810361.1,100,94,0,0,1,94,285,378,2.08E-38,170
OTU_2,JF810370.1,100,94,0,0,1,94,274,367,2.08E-38,170
OTU_2,MG725631.1,100,94,0,0,1,94,2816,2909,2.08E-38,170
OTU_2,JF810356.1,100,94,0,0,1,94,276,369,2.08E-38,170
OTU_2,JN714131.1,100,94,0,0,1,94,294,387,2.08E-38,170
OTU_2,MZ521005.1,100,94,0,0,1,94,343,436,2.08E-38,170
OTU_2,JN714133.1,100,94,0,0,1,94,322,415,2.08E-38,170
OTU_2,EF545567.1,100,94,0,0,1,94,3517,3610,2.08E-38,170
OTU_2,NC_039090.1,100,94,0,0,1,94,2776,2869,2.08E-38,170
OTU_2,JF810357.1,100,94,0,0,1,94,258,351,2.08E-38,170
OTU_2,JF810366.1,100,94,0,0,1,94,216,309,2.08E-38,170
OTU_2,PP763953.1,100,94,0,0,1,94,3436,3529,2.08E-38,170
OTU_2,OR360178.1,98.936,94,1,0,1,94,301,394,8.83E-37,166
OTU_2,PP763974.1,98.936,94,1,0,1,94,3436,3529,8.83E-37,166
OTU_2,OQ443271.1,98.936,94,1,0,1,94,230,323,8.83E-37,166
OTU_2,ON060839.1,98.936,94,1,0,1,94,13964,13871,8.83E-37,166
OTU_2,LC500157.1,98.936,94,1,0,1,94,315,408,8.83E-37,166
OTU_2,OR268692.1,98.936,94,1,0,1,94,2263,2356,8.83E-37,166
OTU_2,OL547482.1,98.936,94,1,0,1,94,2262,2355,8.83E-37,166
OTU_2,OL547453.1,98.936,94,1,0,1,94,2258,2351,8.83E-37,166
OTU_2,OR360215.1,98.936,94,1,0,1,94,301,394,8.83E-37,166
OTU_2,MG250557.1,98.936,94,1,0,1,94,3517,3610,8.83E-37,166
OTU_2,PV693689.1,98.936,94,1,0,1,94,2607,2700,8.83E-37,166
OTU_2,OL547481.1,98.936,94,1,0,1,94,2262,2355,8.83E-37,166
OTU_2,MG250562.1,98.936,94,1,0,1,94,3528,3621,8.83E-37,166
OTU_2,MK248681.1,98.936,94,1,0,1,94,3438,3531,8.83E-37,166
OTU_2,OL547443.1,98.936,94,1,0,1,94,2251,2344,8.83E-37,166
OTU_2,MK746089.1,98.936,94,1,0,1,94,3577,3670,8.83E-37,166
OTU_2,ON706057.1,98.936,94,1,0,1,94,3516,3609,8.83E-37,166
OTU_2,MG837549.1,98.936,94,1,0,1,94,3536,3629,8.83E-37,166
OTU_2,MK344652.1,98.936,94,1,0,1,94,3408,3501,8.83E-37,166
OTU_2,PP763929.1,98.936,94,1,0,1,94,3437,3530,8.83E-37,166
OTU_2,OM468891.1,98.936,94,1,0,1,94,3517,3610,8.83E-37,166
OTU_2,MK746090.1,98.936,94,1,0,1,94,3567,3660,8.83E-37,166
OTU_2,OL547444.1,98.936,94,1,0,1,94,2251,2344,8.83E-37,166
OTU_2,OR360135.1,98.936,94,1,0,1,94,301,394,8.83E-37,166
OTU_2,PP763950.1,98.936,94,1,0,1,94,3436,3529,8.83E-37,166
OTU_2,MT483613.1,98.936,94,1,0,1,94,2262,2355,8.83E-37,166
OTU_2,PP763947.1,98.936,94,1,0,1,94,3438,3531,8.83E-37,166
OTU_2,MK746096.1,98.936,94,1,0,1,94,3577,3670,8.83E-37,166
OTU_2,PP763988.1,98.936,94,1,0,1,94,3437,3530,8.83E-37,166
OTU_2,MN550011.1,98.936,94,1,0,1,94,2198,2291,8.83E-37,166
OTU_2,PP763936.1,98.936,94,1,0,1,94,3437,3530,8.83E-37,166
OTU_2,OL435713.1,98.936,94,1,0,1,94,3438,3531,8.83E-37,166
OTU_2,PP763987.1,98.936,94,1,0,1,94,3437,3530,8.83E-37,166
OTU_2,OL547461.1,98.936,94,1,0,1,94,2257,2350,8.83E-37,166
OTU_2,6GAW_BA,98.936,94,1,0,1,94,1164,1257,8.83E-37,166
OTU_2,8OIN_B8,98.936,94,1,0,1,94,1164,1257,8.83E-37,166
OTU_2,MK344650.1,98.936,94,1,0,1,94,3408,3501,8.83E-37,166
OTU_2,MG250551.1,98.936,94,1,0,1,94,3517,3610,8.83E-37,166
OTU_2,LC880095.1,98.936,94,1,0,1,94,2263,2356,8.83E-37,166
OTU_2,OR397962.1,98.936,94,1,0,1,94,2263,2356,8.83E-37,166
OTU_2,MG009445.1,98.936,94,1,0,1,94,3437,3530,8.83E-37,166
OTU_2,OR255999.1,98.936,94,1,0,1,94,2262,2355,8.83E-37,166
OTU_2,OQ443259.1,98.936,94,1,0,1,94,230,323,8.83E-37,166
OTU_2,PP763983.1,98.936,94,1,0,1,94,3437,3530,8.83E-37,166
OTU_2,MT199605.1,98.936,94,1,0,1,94,3436,3529,8.83E-37,166
OTU_2,PP763926.1,98.936,94,1,0,1,94,3437,3530,8.83E-37,166
OTU_2,PP763982.1,98.936,94,1,0,1,94,3436,3529,8.83E-37,166
OTU_2,OR234746.1,98.936,94,1,0,1,94,159,252,8.83E-37,166
OTU_2,OL547460.1,98.936,94,1,0,1,94,2261,2354,8.83E-37,166
OTU_2,PP763978.1,98.936,94,1,0,1,94,3436,3529,8.83E-37,166
OTU_2,MW916330.1,98.936,94,1,0,1,94,67,160,8.83E-37,166
OTU_2,MK858179.1,98.936,94,1,0,1,94,3557,3650,8.83E-37,166
OTU_2,PP763942.1,98.936,94,1,0,1,94,3438,3531,8.83E-37,166
OTU_2,PP763931.1,98.936,94,1,0,1,94,3437,3530,8.83E-37,166
OTU_2,PP763934.1,98.936,94,1,0,1,94,3437,3530,8.83E-37,166
OTU_2,OM617468.1,98.936,94,1,0,1,94,3516,3609,8.83E-37,166
OTU_2,OM363676.1,98.936,94,1,0,1,94,3517,3610,8.83E-37,166
OTU_2,OR360175.1,98.936,94,1,0,1,94,299,392,8.83E-37,166
OTU_2,PP763932.1,98.936,94,1,0,1,94,3437,3530,8.83E-37,166
OTU_2,MG250559.1,98.936,94,1,0,1,94,3517,3610,8.83E-37,166
OTU_2,PP763937.1,98.936,94,1,0,1,94,3438,3531,8.83E-37,166
OTU_2,OM634652.1,98.936,94,1,0,1,94,3516,3609,8.83E-37,166
OTU_2,MG250560.1,98.936,94,1,0,1,94,3517,3610,8.83E-37,166
OTU_2,OQ443264.1,98.936,94,1,0,1,94,230,323,8.83E-37,166
OTU_2,MK746094.1,98.936,94,1,0,1,94,3537,3630,8.83E-37,166
OTU_2,PP763943.1,98.936,94,1,0,1,94,3437,3530,8.83E-37,166
OTU_2,LC500156.1,98.936,94,1,0,1,94,315,408,8.83E-37,166
OTU_2,PP763975.1,98.936,94,1,0,1,94,3437,3530,8.83E-37,166
OTU_2,MK858170.1,98.936,94,1,0,1,94,3576,3669,8.83E-37,166
OTU_2,MK746091.1,98.936,94,1,0,1,94,3557,3650,8.83E-37,166
OTU_2,MK858173.1,98.936,94,1,0,1,94,3546,3639,8.83E-37,166
OTU_2,MG837550.1,98.936,94,1,0,1,94,3597,3690,8.83E-37,166
OTU_2,PP763944.1,98.936,94,1,0,1,94,3438,3531,8.83E-37,166
OTU_2,OQ443262.1,98.936,94,1,0,1,94,230,323,8.83E-37,166
OTU_2,OL547451.1,97.872,94,2,0,1,94,2255,2348,1.08E-35,162
OTU_3,MF893988.1,100,94,0,0,1,94,2245,2338,2.08E-38,170
OTU_3,KM851015.1,100,94,0,0,1,94,2245,2338,2.08E-38,170
OTU_3,KM851022.1,100,94,0,0,1,94,2246,2339,2.08E-38,170
OTU_3,KM851035.1,100,94,0,0,1,94,2246,2339,2.08E-38,170
OTU_3,KM850998.1,100,94,0,0,1,94,2245,2338,2.08E-38,170
OTU_3,KM851012.1,100,94,0,0,1,94,2245,2338,2.08E-38,170
OTU_3,MF893986.1,100,94,0,0,1,94,2249,2342,2.08E-38,170
OTU_3,KJ567052.1,100,94,0,0,1,94,2245,2338,2.08E-38,170
OTU_3,NC_012670.1,100,94,0,0,1,94,2788,2881,2.08E-38,170
OTU_3,KM851016.1,100,94,0,0,1,94,2245,2338,2.08E-38,170
OTU_3,KM851010.1,100,94,0,0,1,94,2245,2338,2.08E-38,170
OTU_3,MF893985.1,100,94,0,0,1,94,2245,2338,2.08E-38,170
OTU_3,MF893984.1,100,94,0,0,1,94,2245,2338,2.08E-38,170
OTU_3,KM851018.1,100,94,0,0,1,94,2245,2338,2.08E-38,170
OTU_3,KM851011.1,100,94,0,0,1,94,2245,2338,2.08E-38,170
OTU_3,MF893983.1,100,94,0,0,1,94,2245,2338,2.08E-38,170
OTU_3,MF893989.1,100,94,0,0,1,94,2245,2338,2.08E-38,170
OTU_3,MF893987.1,100,94,0,0,1,94,2245,2338,2.08E-38,170
OTU_3,KM851017.1,100,94,0,0,1,94,2246,2339,2.08E-38,170
OTU_3,MF893979.1,98.936,94,1,0,1,94,2245,2338,8.83E-37,166
OTU_3,MF893981.1,98.936,94,1,0,1,94,2246,2339,8.83E-37,166
OTU_3,MF893974.1,98.936,94,1,0,1,94,2245,2338,8.83E-37,166
OTU_3,MF893980.1,98.936,94,1,0,1,94,2245,2338,8.83E-37,166
OTU_3,KF305937.1,98.936,94,1,0,1,94,2794,2887,8.83E-37,166
OTU_3,MF893975.1,98.936,94,1,0,1,94,2245,2338,8.83E-37,166
OTU_3,MF893978.1,98.936,94,1,0,1,94,2245,2338,8.83E-37,166
OTU_3,MF893976.1,98.936,94,1,0,1,94,2245,2338,8.83E-37,166
OTU_3,MF893977.1,98.936,94,1,0,1,94,2245,2338,8.83E-37,166
OTU_3,AF420036.1,98.936,94,1,0,1,94,1412,1505,8.83E-37,166
OTU_3,MT300208.1,97.872,94,2,0,1,94,2245,2338,1.08E-35,161
OTU_3,MT300215.1,97.872,94,2,0,1,94,2246,2339,1.08E-35,161
OTU_3,MT300214.1,97.872,94,2,0,1,94,2242,2335,1.08E-35,161
OTU_3,OQ199748.1,97.872,94,2,0,1,94,2245,2338,1.08E-35,161
OTU_3,MT300216.1,97.872,94,2,0,1,94,2245,2338,1.08E-35,161
OTU_3,MT300201.1,97.872,94,2,0,1,94,2234,2327,1.08E-35,161
OTU_3,KM851026.1,97.872,94,2,0,1,94,2246,2339,1.08E-35,161
OTU_3,MT300200.1,97.872,94,2,0,1,94,2247,2340,1.08E-35,161
OTU_3,MT300218.1,97.872,94,2,0,1,94,2245,2338,1.08E-35,161
OTU_3,OQ199574.1,97.872,94,2,0,1,94,2245,2338,1.08E-35,161
OTU_3,KM851019.1,97.872,94,2,0,1,94,2246,2339,1.08E-35,161
OTU_3,KM851030.1,97.872,94,2,0,1,94,2246,2339,1.08E-35,161
OTU_3,MT300199.1,97.872,94,2,0,1,94,2237,2330,1.08E-35,161
OTU_3,KM851037.1,97.872,94,2,0,1,94,2246,2339,1.08E-35,161
OTU_3,MT300212.1,97.872,94,2,0,1,94,2244,2337,1.08E-35,161
OTU_3,MF893982.1,97.872,94,2,0,1,94,2245,2338,1.08E-35,161
OTU_3,MT300217.1,97.872,94,2,0,1,94,2245,2338,1.08E-35,161
OTU_3,KM851024.1,97.872,94,2,0,1,94,2246,2339,1.08E-35,161
OTU_3,MT300198.1,97.872,94,2,0,1,94,2244,2337,1.08E-35,161
OTU_3,KM851025.1,97.872,94,2,0,1,94,2246,2339,1.08E-35,161
OTU_3,KM851032.1,97.872,94,2,0,1,94,2247,2340,1.08E-35,161
OTU_3,KM850999.1,97.872,94,2,0,1,94,2245,2338,1.08E-35,161
OTU_3,MT300213.1,97.872,94,2,0,1,94,2245,2338,1.08E-35,161
OTU_3,KM851033.1,97.872,94,2,0,1,94,2246,2339,1.08E-35,161
OTU_3,KM851036.1,97.872,94,2,0,1,94,2245,2338,1.08E-35,161
OTU_3,MF893936.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893938.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893959.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893961.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MT300207.1,96.809,94,3,0,1,94,2232,2325,4.58E-34,157
OTU_3,MF893934.1,96.809,94,3,0,1,94,2245,2338,4.58E-34,157
OTU_3,MF893939.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893946.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893913.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MF893958.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893919.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MF893941.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893924.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MF893960.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893940.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893969.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893964.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893931.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893926.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MF893912.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MF893944.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MT300205.1,96.809,94,3,0,1,94,2245,2338,4.58E-34,157
OTU_3,MF893933.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893911.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MF893925.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MF893945.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MF893965.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MT300203.1,96.809,94,3,0,1,94,2241,2334,4.58E-34,157
OTU_3,MF893963.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,CP141340.1,96.809,94,3,0,1,94,7315,7408,4.58E-34,157
OTU_3,MF893917.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MF893923.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MF893918.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MF893932.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893935.1,96.809,94,3,0,1,94,2245,2338,4.58E-34,157
OTU_3,MF893967.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893922.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MF893921.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MF893947.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MT300204.1,96.809,94,3,0,1,94,2245,2338,4.58E-34,157
OTU_3,MF893929.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893930.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893910.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MF893962.1,96.809,94,3,0,1,94,2246,2339,4.58E-34,157
OTU_3,MF893920.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_3,MF893915.1,96.809,94,3,0,1,94,2247,2340,4.58E-34,157
OTU_4,MF177016.1,100,92,0,0,1,92,2251,2342,2.44E-37,167
OTU_4,MF176992.1,100,92,0,0,1,92,2245,2336,2.44E-37,167
OTU_4,EF035448.1,100,92,0,0,1,92,2262,2353,2.44E-37,167
OTU_4,MF177025.1,100,92,0,0,1,92,2254,2345,2.44E-37,167
OTU_4,AY391769.1,100,92,0,0,1,92,300,391,2.44E-37,167
OTU_4,MF176986.1,100,92,0,0,1,92,2242,2333,2.44E-37,167
OTU_4,KY946815.1,100,92,0,0,1,92,2262,2353,2.44E-37,167
OTU_4,MF176988.1,100,92,0,0,1,92,2236,2327,2.44E-37,167
OTU_4,MF177027.1,100,92,0,0,1,92,2256,2347,2.44E-37,167
OTU_4,MF177004.1,100,92,0,0,1,92,2261,2352,2.44E-37,167
OTU_4,MF177014.1,100,92,0,0,1,92,2260,2351,2.44E-37,167
OTU_4,MF177002.1,100,92,0,0,1,92,2259,2350,2.44E-37,167
OTU_4,MF177010.1,100,92,0,0,1,92,2263,2354,2.44E-37,167
OTU_4,MF176993.1,100,92,0,0,1,92,2262,2353,2.44E-37,167
OTU_4,MF176981.1,100,92,0,0,1,92,2253,2344,2.44E-37,167
OTU_4,DQ832273.1,100,92,0,0,1,92,302,393,2.44E-37,167
OTU_4,MF176997.1,100,92,0,0,1,92,2262,2353,2.44E-37,167
OTU_4,MF177007.1,100,92,0,0,1,92,2260,2351,2.44E-37,167
OTU_4,MF177012.1,100,92,0,0,1,92,2254,2345,2.44E-37,167
OTU_4,MF177011.1,100,92,0,0,1,92,2246,2337,2.44E-37,167
OTU_4,MK941883.1,100,92,0,0,1,92,2262,2353,2.44E-37,167
OTU_4,MF177009.1,100,92,0,0,1,92,2237,2328,2.44E-37,167
OTU_4,EU223368.1,100,92,0,0,1,92,300,391,2.44E-37,167
OTU_4,MF176987.1,100,92,0,0,1,92,2253,2344,2.44E-37,167
OTU_4,MF177015.1,100,92,0,0,1,92,2253,2344,2.44E-37,167
OTU_4,MF176998.1,100,92,0,0,1,92,2261,2352,2.44E-37,167
OTU_4,MF177019.1,100,92,0,0,1,92,2260,2351,2.44E-37,167
OTU_4,OQ231463.1,100,92,0,0,1,92,1171,1262,2.44E-37,167
OTU_4,NC_008414.3,100,92,0,0,1,92,2270,2361,2.44E-37,167
OTU_4,MF176985.1,100,92,0,0,1,92,2252,2343,2.44E-37,167
OTU_4,MF176983.1,100,92,0,0,1,92,2251,2342,2.44E-37,167
OTU_4,AY391770.1,100,92,0,0,1,92,300,391,2.44E-37,167
OTU_4,MF176989.1,100,92,0,0,1,92,2259,2350,2.44E-37,167
OTU_4,MF177003.1,100,92,0,0,1,92,2244,2335,2.44E-37,167
OTU_4,MF177021.1,100,92,0,0,1,92,2261,2352,2.44E-37,167
OTU_4,NC_008462.1,100,92,0,0,1,92,2268,2359,2.44E-37,167
OTU_4,NC_016707.1,100,92,0,0,1,92,2263,2354,2.44E-37,167
OTU_4,MF177006.1,100,92,0,0,1,92,2242,2333,2.44E-37,167
OTU_4,MF177000.1,100,92,0,0,1,92,2240,2331,2.44E-37,167
OTU_4,MF176982.1,100,92,0,0,1,92,2243,2334,2.44E-37,167
